record_type,experiment,figure_hint,policy,seed,mode,slot,x_name,x_value,x_unit,density_max_vehicles,task_load_scale,communication_range_m,min_speed_mps,safe_distance_m,acceleration_mps2,opportunity_cost_lambda,value_of_time,base_price_scale,min_speed,avg_speed,throughput,traffic_flow_proxy,total_payment,stageII_cost,stageII_benefit,total_cost,social_welfare,unit_speed_gain_cost,task_completion_rate,avg_latency,max_latency,p95_latency,resource_utilization,helper_participation_rate,helper_load_jain_index,cluster_reconfiguration_count,min_target_speed,avg_target_speed,avg_speed_gain,estimated_avg_travel_time,baseline_maintenance_ratio,actual_min_speed_ratio,speed_drop_probability,bottleneck_recovery_slot,time_slot
slot,density,fig1_density_min_speed_fig2_density_throughput,fan-2023,7,demo,13,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.75,23.455000000000005,10,234.55000000000007,0.4786615553589487,0.0,0.0,0.4786615553589487,-0.4786615553589487,0.25684206186078334,1.0,0.09909247980378205,0.09909247980378205,0.09909247980378205,0.002447629407961339,0.0,0.1,1,20.2,23.64136416165293,0.18636416165293,42.63483265828181,1.0,0.0,,,13
slot,density,fig1_density_min_speed_fig2_density_throughput,fan-2023,7,demo,14,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,14
slot,density,fig1_density_min_speed_fig2_density_throughput,fan-2023,7,demo,15,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,15
slot,density,fig1_density_min_speed_fig2_density_throughput,fan-2023,7,demo,16,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,16
slot,density,fig1_density_min_speed_fig2_density_throughput,fan-2023,7,demo,17,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,17
slot,density,fig1_density_min_speed_fig2_density_throughput,fan-2023,7,demo,18,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,18
slot,density,fig1_density_min_speed_fig2_density_throughput,fan-2023,7,demo,19,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,19
summary,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.6875,23.303750000000008,10.0,233.03750000000008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06814006491159959,0.0693647357592463,0.06924226867448162,0.0026670585016668595,0.0,0.4099862577621705,1.1,20.705456646786576,23.650225718881924,0.346475718881917,42.91154857050903,1.0,0.3,0.0,14,
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,0,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,16.5,22.930000000000003,10,229.30000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004831924198196144,0.0,0.1999656444054262,2,21.613641616966436,23.78454117593231,0.8545411759323098,43.6109899694723,1.0,0.0,,,0
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,1,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,16.75,22.980000000000004,10,229.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004831924198196144,0.0,0.1999656444054262,2,21.613641616966436,23.78454117593231,0.8045411759323098,43.51610095735421,1.0,0.0,,,1
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,2,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.0,23.030000000000005,10,230.30000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004831924198196144,0.0,0.1999656444054262,2,21.613641616966436,23.78454117593231,0.7545411759323098,43.42162396873642,1.0,0.0,,,2
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,3,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.25,23.080000000000005,10,230.80000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004831924198196144,0.0,0.1999656444054262,2,21.613641616966436,23.78454117593231,0.7045411759323098,43.32755632582322,1.0,0.0,,,3
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,4,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.5,23.130000000000003,10,231.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004831924198196144,0.0,0.1999656444054262,2,21.613641616966436,23.78454117593231,0.6545411759323099,43.23389537397319,1.0,0.0,,,4
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,5,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.75,23.180000000000003,10,231.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004831924198196144,0.0,0.1999656444054262,2,21.613641616966436,23.78454117593231,0.6045411759323098,43.14063848144952,1.0,0.0,,,5
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,6,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.0,23.230000000000004,10,232.30000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004831924198196144,0.0,0.1999656444054262,2,21.613641616966436,23.78454117593231,0.5545411759323098,43.047783039173474,1.0,0.0,,,6
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,7,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.25,23.280000000000005,10,232.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004831924198196144,0.0,0.1999656444054262,2,21.613641616966436,23.78454117593231,0.5045411759323098,42.95532646048109,1.0,0.0,,,7
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,8,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.5,23.330000000000005,10,233.30000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09909247965606614,0.09909247965606614,0.09909247965606614,0.0024476294079613394,0.0,0.09999999999999999,1,20.2,23.641364161696647,0.31136416169664366,42.863266180882974,1.0,0.0,,,8
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,9,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.75,23.355000000000004,10,233.55000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09909247965606614,0.09909247965606614,0.09909247965606614,0.0024476294079613394,0.0,0.09999999999999999,1,20.2,23.641364161696647,0.28636416169664364,42.81738385784628,1.0,0.0,,,9
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,10,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.0,23.380000000000003,10,233.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09909247965606614,0.09909247965606614,0.09909247965606614,0.0024476294079613394,0.0,0.09999999999999999,1,20.2,23.641364161696647,0.26136416169664367,42.771599657827196,1.0,0.0,,,10
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,11,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.25,23.405000000000005,10,234.05000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09909247965606614,0.09909247965606614,0.09909247965606614,0.0024476294079613394,0.0,0.09999999999999999,1,20.2,23.641364161696647,0.23636416169664365,42.72591326639606,1.0,0.0,,,11
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,12,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.5,23.430000000000003,10,234.30000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09909247965606614,0.09909247965606614,0.09909247965606614,0.0024476294079613394,0.0,0.09999999999999999,1,20.2,23.641364161696647,0.21136416169664365,42.68032437046521,1.0,0.0,,,12
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,13,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.75,23.455000000000005,10,234.55000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09909247965606614,0.09909247965606614,0.09909247965606614,0.0024476294079613394,0.0,0.09999999999999999,1,20.2,23.641364161696647,0.18636416169664366,42.63483265828181,1.0,0.0,,,13
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,14,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,14
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,15,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,15
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,16,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,16
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,17,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,17
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,18,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,18
slot,density,fig1_density_min_speed_fig2_density_throughput,kumar-2023,7,demo,19,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,19
summary,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.6875,23.303750000000008,10.0,233.03750000000008,0.532189478883194,2.673566392452295e-16,6.701507782193429,0.5321894788831942,6.169318303310233,0.13074080968599955,1.0,0.15168250380564657,0.15199855165046944,0.15196694686598713,0.00266705850166686,0.25,0.4099862577621705,1.1,20.605400657201898,23.621985180730526,0.31823518073052204,42.91154857050903,1.0,0.3,0.0,14,
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,0,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,16.5,22.930000000000003,10,229.30000000000004,0.9714775306887737,4.988772360671553e-16,9.573582545990611,0.9714775306887742,8.602105015301836,0.12102617827277981,1.0,0.2099069594030622,0.21069707901511925,0.21061806705391353,0.004831924198196145,0.375,0.1999656444054262,2,21.363501643004746,23.73270032860095,0.8027003286009492,43.6109899694723,1.0,0.0,,,0
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,1,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,16.75,22.980000000000004,10,229.80000000000004,0.9714775306887737,4.988772360671553e-16,9.573582545990611,0.9714775306887742,8.602105015301836,0.12906564455664157,1.0,0.2099069594030622,0.21069707901511925,0.21061806705391353,0.004831924198196145,0.375,0.1999656444054262,2,21.363501643004746,23.73270032860095,0.7527003286009493,43.51610095735421,1.0,0.0,,,1
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,2,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.0,23.030000000000005,10,230.30000000000004,0.9714775306887737,4.988772360671553e-16,9.573582545990611,0.9714775306887742,8.602105015301836,0.13824919260005905,1.0,0.2099069594030622,0.21069707901511925,0.21061806705391353,0.004831924198196145,0.375,0.1999656444054262,2,21.363501643004746,23.73270032860095,0.7027003286009492,43.42162396873642,1.0,0.0,,,2
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,3,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.25,23.080000000000005,10,230.80000000000007,0.9714775306887737,4.988772360671553e-16,9.573582545990611,0.9714775306887742,8.602105015301836,0.14883974898114696,1.0,0.2099069594030622,0.21069707901511925,0.21061806705391353,0.004831924198196145,0.375,0.1999656444054262,2,21.363501643004746,23.73270032860095,0.6527003286009492,43.32755632582322,1.0,0.0,,,3
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,4,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.5,23.130000000000003,10,231.3,0.9714775306887737,4.988772360671553e-16,9.573582545990611,0.9714775306887742,8.602105015301836,0.1611874898000917,1.0,0.2099069594030622,0.21069707901511925,0.21061806705391353,0.004831924198196145,0.375,0.1999656444054262,2,21.363501643004746,23.73270032860095,0.6027003286009492,43.23389537397319,1.0,0.0,,,4
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,5,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.75,23.180000000000003,10,231.80000000000004,0.9714775306887737,4.988772360671553e-16,9.573582545990611,0.9714775306887742,8.602105015301836,0.17576930579141795,1.0,0.2099069594030622,0.21069707901511925,0.21061806705391353,0.004831924198196145,0.375,0.1999656444054262,2,21.363501643004746,23.73270032860095,0.5527003286009492,43.14063848144952,1.0,0.0,,,5
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,6,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.0,23.230000000000004,10,232.30000000000004,0.9714775306887737,4.988772360671553e-16,9.573582545990611,0.9714775306887742,8.602105015301836,0.19325181930802895,1.0,0.2099069594030622,0.21069707901511925,0.21061806705391353,0.004831924198196145,0.375,0.1999656444054262,2,21.363501643004746,23.73270032860095,0.5027003286009493,43.047783039173474,1.0,0.0,,,6
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,7,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.25,23.280000000000005,10,232.80000000000004,0.9714775306887737,4.988772360671553e-16,9.573582545990611,0.9714775306887742,8.602105015301836,0.21459616203307902,1.0,0.2099069594030622,0.21069707901511925,0.21061806705391353,0.004831924198196145,0.375,0.1999656444054262,2,21.363501643004746,23.73270032860095,0.4527003286009492,42.95532646048109,1.0,0.0,,,7
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,8,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.5,23.330000000000005,10,233.30000000000007,0.47866155535894833,2.2601914939455796e-16,9.573582545990611,0.47866155535894855,9.094920990631662,0.16715951832200687,1.0,0.2257324001480724,0.2257324001480724,0.2257324001480724,0.00244762940796134,0.3333333333333333,0.10000000000000016,1,20.2,23.616350164300478,0.28635016430047455,42.863266180882974,1.0,0.0,,,8
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,9,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.75,23.355000000000004,10,233.55000000000004,0.47866155535894833,2.2601914939455796e-16,9.573582545990611,0.47866155535894855,9.094920990631662,0.18314951384864286,1.0,0.2257324001480724,0.2257324001480724,0.2257324001480724,0.00244762940796134,0.3333333333333333,0.10000000000000016,1,20.2,23.616350164300478,0.2613501643004746,42.81738385784628,1.0,0.0,,,9
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,10,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.0,23.380000000000003,10,233.8,0.47866155535894833,2.2601914939455796e-16,9.573582545990611,0.47866155535894855,9.094920990631662,0.20252220123292186,1.0,0.2257324001480724,0.2257324001480724,0.2257324001480724,0.00244762940796134,0.3333333333333333,0.10000000000000016,1,20.2,23.616350164300478,0.23635016430047456,42.771599657827196,1.0,0.0,,,10
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,11,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.25,23.405000000000005,10,234.05000000000004,0.47866155535894833,2.2601914939455796e-16,9.573582545990611,0.47866155535894855,9.094920990631662,0.226477967000035,1.0,0.2257324001480724,0.2257324001480724,0.2257324001480724,0.00244762940796134,0.3333333333333333,0.10000000000000016,1,20.2,23.616350164300478,0.21135016430047457,42.72591326639606,1.0,0.0,,,11
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,12,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.5,23.430000000000003,10,234.30000000000004,0.47866155535894833,2.2601914939455796e-16,9.573582545990611,0.47866155535894855,9.094920990631662,0.25686135408345845,1.0,0.2257324001480724,0.2257324001480724,0.2257324001480724,0.00244762940796134,0.3333333333333333,0.10000000000000016,1,20.2,23.616350164300478,0.18635016430047457,42.68032437046521,1.0,0.0,,,12
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,13,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,19.75,23.455000000000005,10,234.55000000000007,0.47866155535894833,2.2601914939455796e-16,9.573582545990611,0.47866155535894855,9.094920990631662,0.29666009788968073,1.0,0.2257324001480724,0.2257324001480724,0.2257324001480724,0.00244762940796134,0.3333333333333333,0.10000000000000016,1,20.2,23.616350164300478,0.16135016430047458,42.63483265828181,1.0,0.0,,,13
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,14,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,14
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,15,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,15
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,16,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,16
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,17,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,17
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,18,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,18
slot,density,fig1_density_min_speed_fig2_density_throughput,ours,7,demo,19,max_vehicles,10,vehicles,10,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,20.0,23.480000000000004,10,234.80000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,23.480000000000004,0.0,42.58943781942077,1.0,1.0,,,19
summary,density,fig1_density_min_speed_fig2_density_throughput,local-only,7,demo,,max_vehicles,12,vehicles,12,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.6875,23.19791666666667,12.0,278.37499999999994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06655659270222294,0.0693647357592463,0.06915041836090813,0.0028202762003211716,0.0,0.4166225058204935,0.0,20.484092485089928,23.550262307525387,0.3523456408587136,43.107319263583285,1.0,0.3,0.0,14,
slot,density,fig1_density_min_speed_fig2_density_throughput,local-only,7,demo,0,max_vehicles,12,vehicles,12,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,16.5,22.783333333333335,12,273.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09075256183902718,0.09909247965606614,0.09848014423224279,0.005994859985527634,0.0,0.24986234040013788,0,21.613641616966436,23.759587230356203,0.9762538970228674,43.891733723482076,1.0,0.0,,,0
slot,density,fig1_density_min_speed_fig2_density_throughput,local-only,7,demo,1,max_vehicles,12,vehicles,12,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,16.75,22.845833333333335,12,274.15000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09075256183902718,0.09909247965606614,0.09848014423224279,0.005994859985527634,0.0,0.24986234040013788,0,21.613641616966436,23.759587230356203,0.9137538970228674,43.77165785154112,1.0,0.0,,,1
slot,density,fig1_density_min_speed_fig2_density_throughput,local-only,7,demo,2,max_vehicles,12,vehicles,12,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.0,22.908333333333335,12,274.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09075256183902718,0.09909247965606614,0.09848014423224279,0.005994859985527634,0.0,0.24986234040013788,0,21.613641616966436,23.759587230356203,0.8512538970228674,43.65223717715533,1.0,0.0,,,2
slot,density,fig1_density_min_speed_fig2_density_throughput,local-only,7,demo,3,max_vehicles,12,vehicles,12,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.25,22.970833333333335,12,275.65000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09075256183902718,0.09909247965606614,0.09848014423224279,0.005994859985527634,0.0,0.24986234040013788,0,21.613641616966436,23.759587230356203,0.7887538970228674,43.533466352258294,1.0,0.0,,,3
slot,density,fig1_density_min_speed_fig2_density_throughput,local-only,7,demo,4,max_vehicles,12,vehicles,12,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.5,23.033333333333335,12,276.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09075256183902718,0.09909247965606614,0.09848014423224279,0.005994859985527634,0.0,0.24986234040013788,0,21.613641616966436,23.759587230356203,0.7262538970228674,43.415340086830675,1.0,0.0,,,4
slot,density,fig1_density_min_speed_fig2_density_throughput,local-only,7,demo,5,max_vehicles,12,vehicles,12,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,17.75,23.095833333333335,12,277.15000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09075256183902718,0.09909247965606614,0.09848014423224279,0.005994859985527634,0.0,0.24986234040013788,0,21.613641616966436,23.759587230356203,0.6637538970228674,43.29785314811473,1.0,0.0,,,5
slot,density,fig1_density_min_speed_fig2_density_throughput,local-only,7,demo,6,max_vehicles,12,vehicles,12,0.005,300.0,20.0,80.0,3.0,1.0,1.0,1.8333333333333334e-09,18.0,23.158333333333335,12,277.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09603080253694934,0.09909247965606614,0.09878631194415446,0.004055379202650852,0.0,0.16663803700452182,0,20.0,23.620450979943598,0.46211764661025817,43.18100035984167,1.0,0.0,,,6
